"","Name","Code","Year","Month","Population","LST_Day","NDVI","EVI","Precip","AvgRad","SWOccurrence","pland_forest","area_mn_forest","te_forest","enn_mn_forest"
"1","CHACHAPOYAS",10101,2022,24,28178.0563380282,22.8188334867058,0.537929026135249,0.313087676010328,78.4439000024704,1.21391657850252,10.8310810810811,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"2","BALSAS",10103,2022,24,1477.49295774636,23.8787964903892,0.437643792748578,0.226471380888764,70.1608453967147,0.155909021774899,47.3634933959399,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"3","CHETO",10104,2022,24,498,19.4372648486192,0.626823451856952,0.378629890637698,93.8449985476646,0.165044170220961,1.5,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"4","CHILIQUIN",10105,2022,24,537,19.3650682926391,0.521968501559658,0.312613008706045,81.90639428422,0.16228449202276,2,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"5","CHUQUIBAMBA",10106,2022,24,1719,20.9970285700548,0.449656678202474,0.247743810325099,73.3221501412844,0.154534734169136,53.9633093434503,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"6","GRANADA",10107,2022,24,365,17.0909858142104,0.401974351249578,0.213825985542914,93.7736568789249,0.135803439469681,55.7510959605772,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"7","HUANCAS",10108,2022,24,1055.13559322021,24.5602166909683,0.488823752594761,0.261969163056281,76.2420914383883,0.446577002296342,6.62983425414365,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"8","LA JALCA",10109,2022,24,4384.78130528426,19.273290028906,0.499773480225607,0.292537805999813,94.8050678606532,0.267392668535983,6,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"9","LEIMEBAMBA",10110,2022,24,2689,14.8684217821969,0.468372305979422,0.282591617207073,82.984605947823,0.15033053641775,69.8768472906404,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"10","LEVANTO",10111,2022,24,569.355932203391,20.1366575935342,0.518703926496099,0.296486777304934,82.7126293399658,0.188367190933078,3,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"11","MAGDALENA",10112,2022,24,618.659574467863,20.2978956627047,0.539896361881665,0.295930543214006,90.1973633375853,0.173552478510959,12.1782994923858,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"12","MOLINOPAMPA",10114,2022,24,2258,18.9932197213262,0.544710927846801,0.321978819815876,90.4858961673789,0.164627579642333,48.2509652509653,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"13","OLLEROS",10116,2022,24,292,17.4566009031484,0.474229873048067,0.260471064966206,89.6287621173896,0.141356340184431,4.86221003705528,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"14","QUINJALCA",10117,2022,24,591,18.8491459861447,0.518760064933866,0.316649272394614,86.472268598973,0.184659896517371,2,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"15","SONCHE",10121,2022,24,209.936170212772,22.7600377157203,0.5369663588501,0.294122476307648,81.2299196865203,0.196631533924815,13.4262939133405,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"16","BAGUA",10201,2022,24,23001,30.5219041239163,0.553160838873232,0.344140054923289,81.5343011072838,0.603451031014793,25.9823658680883,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"17","ARAMANGO",10202,2022,24,8349.64788732321,23.0243394178565,0.552112667629633,0.369548059884079,115.953992095754,0.173338541169134,61.6385027537225,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"18","COPALLIN",10203,2022,24,4900.82978723403,27.1246091774526,0.461808504639727,0.308902817048471,77.5260122318895,0.260429815931445,17.4677305587461,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"19","EL PARCO",10204,2022,24,1624.45454545454,29.804263592678,0.619296460688303,0.39757237225505,73.7632593388747,0.393928852270566,2.40031397174254,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"20","IMAZA",10205,2022,24,21082.5915492958,23.4152879689541,0.592128032076231,0.401835237459349,193.82169623314,0.146889176054656,49.231232177236,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"21","LA PECA",10206,2022,24,6044,27.0955316559642,0.524502377796109,0.344961743995225,80.1181851215191,0.268646214215076,1.5,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"22","JUMBILLA",10301,2022,24,1426,19.5802199875102,0.487059793388958,0.301124682185075,87.6534780345217,0.203514272377842,2.89453758788534,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"23","CHISQUILLA",10302,2022,24,301,17.3166480691982,0.492866729849787,0.262885353729499,90.2589091402207,0.157968772199699,4.26084300549786,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"24","CHURUJA",10303,2022,24,215,21.8204842548784,0.651180411494473,0.392761179234098,73.4675510918017,0.23331653943146,28.2088470860997,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"25","COROSHA",10304,2022,24,1037,20.2580987199338,0.524203401264275,0.307778364338004,93.7017117221347,0.196882953012735,1,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"26","FLORIDA",10306,2022,24,9035.86440677867,19.8314413434859,0.531810278368741,0.355672363205532,90.7619288021202,0.183172115505742,86.8425441683448,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"27","JAZAN",10307,2022,24,6961,24.5382590570116,0.598898100712433,0.368337315403245,75.2008106694632,0.373940153609449,25.1730271668823,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"28","RECTA",10308,2022,24,257,20.9370155093742,0.587456242446176,0.395858802340109,75.1538160249268,0.189445824777055,2,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"29","SAN CARLOS",10309,2022,24,381,20.5092818939307,0.486551109899048,0.285646726553414,71.8511037969447,0.17139898191308,3.3138519740033,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"30","SHIPASBAMBA",10310,2022,24,2090,22.23969713573,0.585750529137003,0.3607918004265,81.4946230462198,0.195647134451929,27.2924196581896,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"31","VALERA",10311,2022,24,973,23.0406802040288,0.558705977829911,0.31223839750164,75.9391505256744,0.189646565582045,24.0035856121639,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"32","YAMBRASBAMBA",10312,2022,24,8797.7457627092,20.6591407879906,0.487188932307803,0.324237072347804,147.098636490204,0.138675663046449,6.67525144583941,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"33","NIEVA",10401,2022,24,26849.0508474454,24.8137755581846,0.611895241486478,0.42944751315217,246.022402774997,0.127044971740289,47.5169409576116,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"34","EL CENEPA",10402,2022,24,8859.95774647774,23.8038212798988,0.601475024524521,0.390884913992521,217.393771501511,0.190310408506134,34.1041050860137,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"35","RIO SANTIAGO",10403,2022,24,16785.4366197183,24.5048023755927,0.612173485593827,0.412814571538075,263.755323088896,0.141836540129666,69.8769962388923,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"36","LAMUD",10501,2022,24,1708.93220338971,23.1977602334357,0.479757989086275,0.29073512199502,78.4250919930132,0.253284357958582,23.9225759580706,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"37","CAMPORREDONDO",10502,2022,24,3936.60563380269,21.9699034994742,0.541197386478744,0.344736304589624,67.5740086360293,0.198702466922744,52.4586970315367,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"38","COCABAMBA",10503,2022,24,2157.99999999997,24.3701120000147,0.449145676460663,0.236429360979426,64.3265194518465,0.154455814292998,55.6483573830049,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"39","COLCAMAR",10504,2022,24,1729.52542372914,18.0997293422174,0.511985953402108,0.304960344725555,70.0044006780916,0.149835021005022,15.0780632411067,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"40","CONILA",10505,2022,24,1852,15.8226839281236,0.482638031981711,0.298388969066298,61.7069109527125,0.158881631741982,21.6875,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"41","INGUILPATA",10506,2022,24,451.028169014028,17.5568775800882,0.533132487980619,0.328328721661448,68.0662658207712,0.23163597005986,10.7611665536285,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"42","LUYA",10509,2022,24,3734,22.2719140343485,0.489047193212293,0.303380406155859,75.4438194907952,0.429047021331122,27.3703703703704,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"43","OCUMAL",10513,2022,24,3490.70422535219,20.5315350696774,0.550724081573254,0.338249088799305,63.2934130054653,0.162860836037802,51.2012012411938,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"44","PISUQUIA",10514,2022,24,4739.40845070451,22.2315585391732,0.478121948853967,0.265394425618562,66.3798329847626,0.152545271621916,48.6735466747227,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"45","PROVIDENCIA",10515,2022,24,1259,24.4586418943926,0.555196675937505,0.316816053332553,66.111791943589,0.163278175536149,54.664450795667,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"46","SAN CRISTOBAL",10516,2022,24,509.319148936018,21.9947724031759,0.525703141886159,0.327116349826863,78.6851122903043,0.203555941213503,29.1042089043873,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"47","SAN JERONIMO",10518,2022,24,1404,21.5790178254279,0.529869963373975,0.336129710572581,81.6109835139849,0.179473842459009,28.4599829455476,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"48","TINGO",10522,2022,24,1163.5762711864,20.280653498625,0.516278910019087,0.310894135888776,77.5817237311635,0.191610654309452,12.3845675171126,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"49","SAN NICOLAS",10601,2022,24,4848.28169014039,21.8113670872138,0.617920457486286,0.361729381786487,94.5091256543548,0.258097735360086,46.3916858698985,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"50","CHIRIMOTO",10602,2022,24,1713,21.6961281366871,0.682449514000301,0.424176786263331,100.07328872165,0.150225433037729,3.51753665689149,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"51","LIMABAMBA",10605,2022,24,3190.70422535149,20.0141248101787,0.635281070859096,0.395483101639436,100.365448936836,0.152705797696452,46.7803533568905,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"52","MARISCAL BENAVIDES",10607,2022,24,2387,19.5720700164991,0.592516254872226,0.345731653590776,90.6038320340302,0.155400473314488,24.7579722224386,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"53","MILPUC",10608,2022,24,494.87107079669,24.2080912189592,0.744498769722233,0.449751361209337,99.0022634828227,0.160008867805965,10.4706334241218,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"54","OMIA",10609,2022,24,11557.5428571438,21.0654345934102,0.597212754435197,0.352805325243902,91.7469972170326,0.149047893109818,1.5,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"55","TOTORA",10611,2022,24,377,24.2517076956296,0.700489777998056,0.415947583681879,97.641789686543,0.189411744849597,4.58217090069284,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"56","VISTA ALEGRE",10612,2022,24,7534.08510638012,18.4260738616911,0.506860029842294,0.316584826125793,99.1328397256252,0.139427649577487,30.3682943821648,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"57","BAGUA GRANDE",10701,2022,24,44848.872340422,27.8725672585005,0.4434995119994,0.306911493338363,74.898852787987,0.317735222194058,19.6333694322996,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"58","CAJARURO",10702,2022,24,25853.0704225349,20.9063577450807,0.479984515746354,0.311486126528031,100.597821806109,0.177015737165395,18.5452134688181,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"59","CUMBA",10703,2022,24,6788.4406779638,28.2467276537161,0.479394758245702,0.306549122153616,72.2729812716147,0.198486454880744,31.8947862933083,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"60","EL MILAGRO",10704,2022,24,5332.15492957746,32.0313714467406,0.441603179773135,0.320906734622446,77.4884373656129,0.305619004299819,18.6750740495468,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"61","JAMALCA",10705,2022,24,5732.52589875551,23.3686955774932,0.498486555016425,0.325899111837374,72.0287699278658,0.182341414892543,21.9071658869912,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"62","LONYA GRANDE",10706,2022,24,11120,21.5730473348576,0.492180554187285,0.317237859545509,64.6298110776912,0.188361634611892,54.2357273396798,20.148771735813,29900.2682688045,10541991.5492387,708.912825259316
"63","YAMON",10707,2022,24,2270,25.7746681453429,0.503161045257449,0.322967486138185,74.7182502218136,0.166919932468495,34.9157032925802,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"64","HUARAZ",20101,2022,24,60819.3098591602,19.8897894336982,0.338525145927856,0.178661605050777,71.5429027140137,0.675137662958229,69.826775773725,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"65","COCHABAMBA",20102,2022,24,1631.4647887324,25.2709679494548,0.401998351201192,0.212484608447152,27.3547365635179,0.13394325771688,43.3559322033898,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"66","HUANCHAY",20104,2022,24,1788.71830985915,26.7635919440274,0.368763286942078,0.185937920311053,28.5163099204593,0.135624971840312,38.4583333333333,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"67","INDEPENDENCIA",20105,2022,24,69361.281690145,17.4851084156355,0.328200601830279,0.178359143671911,70.3047390453721,1.05354715411627,74.1472674158618,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"68","JANGAS",20106,2022,24,4851.7323943662,23.3280273970892,0.409767384763185,0.229008577850405,66.3948169187125,0.676935778001896,32.6392699402442,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"69","LA LIBERTAD",20107,2022,24,792,21.1628922918519,0.351996029663212,0.178580667899234,53.4896161204167,0.130159461289514,61.9404761904762,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"70","PARIACOTO",20108,2022,24,1770.84507042248,16.3523794673786,0.305898184851175,0.153544099918437,71.847956513856,0.162246204447718,78.6406028566693,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"71","PIRA",20110,2022,24,4099.43661971827,24.9978408510157,0.356830343221882,0.188122689755773,39.0826722752263,0.17251310665833,60.1272189349112,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"72","TARICA",20111,2022,24,3307,21.5136682841691,0.382628338838872,0.189604600382673,55.8299545919998,0.17727135341743,50.38,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"73","AIJA",20112,2022,24,5077.01408450711,16.62087452542,0.314733347136989,0.167457347030661,70.9685057796784,0.315944191081434,77.5505980079453,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"74","CORIS",20201,2022,24,1460.99999999992,20.45334935127,0.335351614715618,0.164875608681276,59.7172843407079,0.185918639893739,50.0404997284085,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"75","LA MERCED",20202,2022,24,1978.28169014086,28.8307115249237,0.337286312589114,0.1683065250837,24.366500564484,0.111641977122675,33.9862602412091,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"76","SUCCHA",20204,2022,24,1743.52112676034,22.0719632832087,0.359795668386235,0.187120308713016,53.7335422798326,0.134450869990456,57.6252394854484,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"77","LLAMELLIN",20205,2022,24,655.140845070417,22.8078872503609,0.359456517063581,0.175653796120874,41.2897862340346,0.0953114599687649,56.1324688146728,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"78","ACZO",20301,2022,24,2977.04225352112,25.293388876022,0.346950176635184,0.208719646639973,76.9600312638819,0.22257584019284,39.1089026625657,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"79","CHACCHO",20302,2022,24,1651.50704225356,24.4497479718761,0.37123826772776,0.220417137902164,67.9598692029342,0.179226873916092,17.9662053357705,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"80","CHINGAS",20303,2022,24,1273.81690140848,25.1285009341557,0.346999343402841,0.198101366867079,97.5860752474296,0.188139630052406,41.8144255806111,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"81","MIRGAS",20304,2022,24,1574.92957746479,24.4560627197235,0.367544257491794,0.224131069673961,72.40512961519,0.20137399461063,24.6606962432258,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"82","SAN JUAN DE RONTOY",20305,2022,24,4516,19.1954373813983,0.359998293525705,0.214996052720035,74.460256318027,0.166726265194841,10.1202896665366,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"83","CHACAS",20306,2022,24,1334,18.8671587645937,0.341497357829837,0.201907857989785,69.3198634098028,0.138434379759258,36.6057025486991,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"84","ACOCHACA",20401,2022,24,4841.5633802808,12.0917523028899,0.289342505539259,0.145866263320583,85.0228559312583,0.168696109980422,81.5068839561675,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"85","CHIQUIAN",20402,2022,24,2530.54929577511,19.4311816270215,0.415069344163197,0.240248851195534,85.5996332336884,0.177169401616012,37.8158322496749,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"86","ABELARDO PARDO LEZAMETA",20501,2022,24,3064.30985915493,24.113210249343,0.375464333286773,0.200904968122643,63.5784199366814,0.251655418586489,40.2389866997967,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"87","ANTONIO RAYMONDI",20502,2022,24,1752.77464788767,32.5458500233355,0.301923399744837,0.15686736230796,59.0755533447568,0.145061651825491,32.7470623381797,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"88","AQUIA",20503,2022,24,899.802816901392,29.7011546090119,0.373560330496092,0.18740219556371,23.5803095065893,0.179911309300197,12,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"89","CAJACAY",20504,2022,24,2106.29577464853,17.5612424710349,0.335151291722789,0.172198691063914,75.1778626810524,0.194803202901135,55.1535276815965,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"90","CANIS",20505,2022,24,1299.59154929603,22.1215427307276,0.341401937746857,0.181838827801747,52.3159661935906,0.17707379399233,17.9830508474576,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"91","COLQUIOC",20506,2022,24,1815.2676056338,28.1283974744534,0.327954847483789,0.19023278905588,53.3830291064945,0.147052534981639,49.2188078309146,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"92","HUALLANCA",20507,2022,24,4717.11267605643,32.2451170045022,0.259779930023127,0.135789109598209,15.6487061045827,0.18185302966877,9.83333333333333,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"93","HUASTA",20508,2022,24,8118,17.5073511524609,0.398109118688023,0.227907640914099,70.2342169556421,0.163550985365701,56.3581022655214,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"94","HUAYLLACAYAN",20509,2022,24,2271.08450704179,18.4575673936017,0.390168669954814,0.190585938131545,60.7946588670494,0.148731858524315,64.0855200085218,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"95","LA PRIMAVERA",20510,2022,24,840.704225351978,22.9049295176712,0.365704948640076,0.179778906636715,39.8554113542715,0.137756245685425,52.2538860103627,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"96","MANGAS",20511,2022,24,1046.79318111985,26.0377901899056,0.375756632628241,0.156404739736298,60.7176735541484,0.121150511106956,31.7782138943981,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"97","PACLLON",20512,2022,24,470.633802816909,25.9771179157435,0.292150240126125,0.140749074180611,54.1762472787541,0.125747769863596,32.6214256345083,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"98","SAN MIGUEL DE CORPANQUI",20513,2022,24,1708.36619718308,17.9558871900484,0.318846184364433,0.158641359788016,70.7578338937999,0.125445683004255,77.223318027119,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"99","TICLLOS",20514,2022,24,1647.77788303109,24.1130202022632,0.375569584912923,0.207463915500047,59.5325415087379,0.13552502481492,54.9384251036116,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"100","CARHUAZ",20515,2022,24,1380.32394366176,23.4293819835675,0.349901864736414,0.184369283499007,62.6188746095315,0.133163740599322,19.2880996554466,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"101","ANTA",20601,2022,24,14347.5352112664,20.7210528257722,0.397116148867709,0.215669687838344,65.2006239738179,0.346585481565252,63.8921079693045,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
