"","Name","Code","Year","Month","Population","LST_Day","NDVI","EVI","Precip","AvgRad","SWOccurrence","pland_forest","area_mn_forest","te_forest","enn_mn_forest"
"1","CHACHAPOYAS",10101,2023,36,28696.0845070423,22.8188334867058,0.537929026135249,0.313087676010328,78.4438989411491,1.21392600015268,10.8310810810811,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"2","BALSAS",10103,2023,36,1495.23943661954,23.8787964808423,0.437643792748578,0.226471380888764,70.1608453967147,0.155910632116458,47.3634933959399,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"3","CHETO",10104,2023,36,498,19.4372648486181,0.626823451856952,0.378629890637698,93.8449984827058,0.165044170220961,1.5,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"4","CHILIQUIN",10105,2023,36,537,19.3650682926391,0.521968501559658,0.312613008706045,81.9063939982285,0.16228449202276,2,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"5","CHUQUIBAMBA",10106,2023,36,1719,21.2099467757319,0.449656678202568,0.247743810325099,73.3221501412844,0.154549620118561,53.9633093434503,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"6","GRANADA",10107,2023,36,365,17.1388734056087,0.401974351249579,0.213825985542914,93.7736555231903,0.135803425009641,55.7510959605772,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"7","HUANCAS",10108,2023,36,1083.20338983032,24.5602167812854,0.488823752594761,0.261969163056518,76.2420911031308,0.446577081469389,6.62983425414365,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"8","LA JALCA",10109,2023,36,4384.84090949672,19.273290028906,0.499773480225607,0.292537805999813,94.8050676186398,0.298170233645229,6,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"9","LEIMEBAMBA",10110,2023,36,2689,14.8684217822026,0.46837230604281,0.28259161720724,82.7527960075655,0.15033053641775,69.8768472906404,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"10","LEVANTO",10111,2023,36,562.033898305087,20.1366575940765,0.518703926496099,0.296486777304934,82.7126256721211,0.188367190933078,3,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"11","MAGDALENA",10112,2023,36,610.489361701795,20.2978956627051,0.539896361881665,0.295930543214006,90.19736312387,0.173552476300023,12.1782994923858,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"12","MOLINOPAMPA",10114,2023,36,2258,18.9598275831063,0.544710927846801,0.321978819815876,90.4858959986504,0.156063573682047,48.2509652509653,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"13","OLLEROS",10116,2023,36,292,17.4566009031484,0.474241900989073,0.260471064966206,89.6287619030669,0.141356340184431,4.86221003705528,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"14","QUINJALCA",10117,2023,36,591,18.8491459861447,0.518760064933866,0.316649272394614,86.4722667037871,0.184659896517371,2,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"15","SONCHE",10121,2023,36,208.404255319157,22.7600377158431,0.5369663588501,0.294122476307648,81.2299193543992,0.196631533924815,13.4262939133405,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"16","BAGUA",10201,2023,36,23001,30.5724273386589,0.553160838873244,0.344140055164369,81.534301107243,0.603451031014793,25.9823658680883,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"17","ARAMANGO",10202,2023,36,8264.97183098482,23.0338486364518,0.552123512751379,0.369548059884079,115.95555691759,0.1733351125095,61.6385027537225,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"18","COPALLIN",10203,2023,36,4884.74468085104,27.1246091774805,0.461808504639727,0.308902817048471,77.5260122304159,0.260429815931445,17.4677305587461,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"19","EL PARCO",10204,2023,36,1645.18181818181,29.8042642858428,0.619296460688303,0.397572372255055,73.7632593388747,0.393928852270566,2.40031397174254,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"20","IMAZA",10205,2023,36,21247.8873239437,23.4152879689541,0.601281991406996,0.401835237459349,193.82169623314,0.146858322305586,49.231232177236,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"21","LA PECA",10206,2023,36,6044,27.0955316559642,0.524502377796766,0.344961743995259,80.1181851196209,0.268646214215076,1.5,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"22","JUMBILLA",10301,2023,36,1426,19.5802199875102,0.487059793388958,0.30112468218509,87.653478034579,0.203514272377842,2.89453758788534,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"23","CHISQUILLA",10302,2023,36,301,17.3166480735009,0.492866729903796,0.262885353801479,90.2589091400882,0.157968772199699,4.26084300549786,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"24","CHURUJA",10303,2023,36,215,21.815932683607,0.651180411494473,0.392761179234098,73.4675509916131,0.23331653943146,28.2088470860997,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"25","COROSHA",10304,2023,36,1037,20.2580987199338,0.524203401264887,0.307778364338004,93.7017117221347,0.196882953012735,1,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"26","FLORIDA",10306,2023,36,9259.796610168,19.8314413546612,0.53181048856946,0.355672363205863,90.7619288021202,0.182862704416431,86.8425441683448,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"27","JAZAN",10307,2023,36,6961,24.5382590570116,0.598898100712468,0.368337315403249,75.2008106489617,0.373940153609449,25.1730271668823,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"28","RECTA",10308,2023,36,257,20.9370155093742,0.587456242482411,0.395858802355587,75.1538160249065,0.189445824777055,2,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"29","SAN CARLOS",10309,2023,36,381,20.5087886512139,0.486551109899048,0.285646726553414,71.8511037969447,0.17139898191308,3.3138519740033,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"30","SHIPASBAMBA",10310,2023,36,2090,22.2396978592314,0.585750529137838,0.3607918004265,81.4946230446055,0.195647134451929,27.2924196581896,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"31","VALERA",10311,2023,36,973,23.0406801960268,0.558705977829911,0.31223839750164,75.4979783639645,0.189646565582045,24.0035856121639,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"32","YAMBRASBAMBA",10312,2023,36,9108.1186440638,20.6591407879906,0.507224037262359,0.324237072347804,147.09862961827,0.138661570069926,6.67525144583941,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"33","NIEVA",10401,2023,36,27528.5762711681,24.8137755581846,0.621640348306572,0.429576490107888,246.022402774997,0.127062149560239,47.5169409576116,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"34","EL CENEPA",10402,2023,36,8942.43661971661,23.8038212798988,0.601475050147609,0.393116317415524,217.393771501511,0.190310408506134,34.1041050860137,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"35","RIO SANTIAGO",10403,2023,36,17173.1549295775,24.5048023755927,0.612173517871789,0.412814572929896,263.755323088896,0.141836394170088,69.8769962388923,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"36","LAMUD",10501,2023,36,1694.89830508456,23.1977602495386,0.479757989086275,0.29073512199502,78.4250916059892,0.253284857050544,23.9225759580706,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"37","CAMPORREDONDO",10502,2023,36,4054.40845070403,21.9699035032074,0.541197386478744,0.344736304589624,67.5740086360293,0.198702465440565,52.4586970315367,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"38","COCABAMBA",10503,2023,36,2169.99999999995,24.3701128422495,0.449145676460663,0.236429360979426,64.3265194518465,0.154455814292998,55.6483573830049,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"39","COLCAMAR",10504,2023,36,1715.28813559371,18.0997293422175,0.511985953402108,0.304960344725555,69.9834407216936,0.149708605243668,15.0780632411067,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"40","CONILA",10505,2023,36,1852,15.8226839281236,0.482638031998144,0.298388969066306,61.7096585816864,0.158881498315392,21.6875,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
"41","INGUILPATA",10506,2023,36,440.042253521042,17.5568775800882,0.533132487980845,0.328328721661448,68.0662658207712,0.23163597005986,10.7611665536285,20.148771735813,29913.4394366197,10541991.5492387,708.912825259316
